rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,ticker,current_price,date,trade_time,record_time,gain_loss_currency,gain_loss_percent,previous_close,open,current_bid_price,current_bid_volume,current_ask_price,current_ask_volume,days_range_low,days_range_high,fiftytwo_week_range_low,fiftytwo_week_range_high,current_volume,avg_volume,market_cap,beta,eps,earnings_date,forward_dividend_and_yield_currency,forward_dividend_and_yield_percentage,ex_dividend_date,one_year_target_est,net_assets,nav,pe_ratio,yield_,ytd_return,beta_3y,expense_ratio_net,inception_date
1537882144848491907,,0,,1537882144,40973901,"""0""","""V""",149.11000061,"""2018-09-25""","""At close","""06",-0.939999997616,-0.629999995232,150.050003052,149.160003662,nan,nan,nan,nan,147.270004272,149.649993896,102.879997253,150.259994507,6706692.0,7339414.0,3.3178599424e+11,1.0,4.09999990463,'',0.839999973774,0.560000002384,'',nan,nan,nan,36.4000015259,nan,nan,nan,nan,''
1537882203757858037,,0,,1537882202,910855054,"""1""","""V""",149.11000061,"""2018-09-25""","""As of  4","""06",-0.939999997616,-0.629999995232,150.050003052,149.160003662,nan,nan,nan,nan,147.270004272,149.649993896,102.879997253,150.259994507,6706692.0,7339414.0,3.3178599424e+11,1.0,4.09999990463,'',0.839999973774,0.560000002384,'',nan,nan,nan,36.4000015259,nan,nan,nan,nan,''
1537882262557375907,,0,,1537882261,724416971,"""2""","""V""",149.25970459,"""2018-09-25""","""As of  9","""06",0.149700000882,0.10000000149,149.11000061,149.160003662,nan,nan,nan,nan,149.169998169,149.660003662,102.879997253,150.259994507,197208.0,7339414.0,3.32119015424e+11,1.0,4.09600019455,'',0.839999973774,0.560000002384,'',nan,nan,nan,36.4399986267,nan,nan,nan,nan,''
1537882380217626094,,0,,1537882379,388456106,"""4""","""V""",149.86000061,"""2018-09-25""","""As of  9","""06",0.75,0.5,149.11000061,149.160003662,nan,nan,nan,nan,149.100006104,149.910003662,102.879997253,150.259994507,297787.0,7339414.0,3.33454999552e+11,1.0,4.09999990463,'',0.839999973774,0.560000002384,'',nan,nan,nan,36.5900001526,nan,nan,nan,nan,''
1537882439452960014,,0,,1537882438,214240074,"""5""","""V""",149.830001831,"""2018-09-25""","""As of  9","""06",0.72000002861,0.479999989271,149.11000061,149.160003662,nan,nan,nan,nan,149.100006104,149.960006714,102.879997253,150.259994507,317608.0,7339414.0,3.33387988992e+11,1.0,4.09999990463,'',0.839999973774,0.560000002384,'',nan,nan,nan,36.5800018311,nan,nan,nan,nan,''
1537882498663917064,,0,,1537882497,28687000,"""6""","""V""",149.88999939,"""2018-09-25""","""As of  9","""06",0.77999997139,0.519999980927,149.11000061,149.160003662,nan,nan,nan,nan,149.100006104,149.960006714,102.879997253,150.259994507,351103.0,7339414.0,3.33522010112e+11,1.0,4.09999990463,'',0.839999973774,0.560000002384,'',nan,nan,nan,36.5900001526,nan,nan,nan,nan,''
1537882556643713951,,0,,1537882555,858632087,"""7""","""V""",149.910003662,"""2018-09-25""","""As of  9","""06",0.800000011921,0.52999997139,149.11000061,149.160003662,nan,nan,nan,nan,149.100006104,149.960006714,102.879997253,150.259994507,372178.0,7339414.0,3.33557006336e+11,1.0,4.09999990463,'',0.839999973774,0.560000002384,'',nan,nan,nan,36.5999984741,nan,nan,nan,nan,''
1537882616764735937,,0,,1537882614,684488058,"""8""","""V""",149.910003662,"""2018-09-25""","""As of  9","""06",0.800000011921,0.540000021458,149.11000061,149.160003662,nan,nan,nan,nan,149.100006104,149.960006714,102.879997253,150.259994507,385112.0,7339414.0,3.33565984768e+11,1.0,4.09999990463,'',0.839999973774,0.560000002384,'',nan,nan,nan,36.5999984741,nan,nan,nan,nan,''
1537882674359149932,,0,,1537882673,486119031,"""9""","""V""",149.949996948,"""2018-09-25""","""As of  9","""06",0.839999973774,0.560000002384,149.11000061,149.160003662,nan,nan,nan,nan,149.100006104,149.960006714,102.879997253,150.259994507,397842.0,7339414.0,3.33655015424e+11,1.0,4.09999990463,'',0.839999973774,0.560000002384,'',nan,nan,nan,36.6100006104,nan,nan,nan,nan,''
1537882733091248989,,0,,1537882732,334321022,"""10""","""V""",149.86000061,"""2018-09-25""","""As of  9","""06",0.75,0.5,149.11000061,149.160003662,nan,nan,nan,nan,149.100006104,149.960006714,102.879997253,150.259994507,406249.0,7339414.0,3.33454999552e+11,1.0,4.09999990463,'',0.839999973774,0.560000002384,'',nan,nan,nan,36.5900001526,nan,nan,nan,nan,''
1537882791929608106,,0,,1537882791,150728940,"""11""","""V""",149.960006714,"""2018-09-25""","""As of  9","""06",0.850000023842,0.569999992847,149.11000061,149.160003662,nan,nan,nan,nan,149.100006104,149.960006714,102.879997253,150.259994507,416965.0,7339414.0,3.33677985792e+11,1.0,4.09999990463,'',0.839999973774,0.560000002384,'',nan,nan,nan,36.6100006104,nan,nan,nan,nan,''
