rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,ticker,current_price,date,trade_time,record_time,gain_loss_currency,gain_loss_percent,previous_close,open,current_bid_price,current_bid_volume,current_ask_price,current_ask_volume,days_range_low,days_range_high,fiftytwo_week_range_low,fiftytwo_week_range_high,current_volume,avg_volume,market_cap,beta,eps,earnings_date,forward_dividend_and_yield_currency,forward_dividend_and_yield_percentage,ex_dividend_date,one_year_target_est,net_assets,nav,pe_ratio,yield_,ytd_return,beta_3y,expense_ratio_net,inception_date
1531315745059580087,,0,,1531315743,173201084,"""0""","""BAC""",28.8299999237,"""2018-07-11""","""At close","""06",-0.219999998808,-0.759999990463,29.0499992371,29.2199993134,nan,nan,nan,nan,28.75,29.3299999237,22.75,33.0499992371,58858392.0,64640596.0,2.92319002624e+11,1.64999997616,1.72000002861,'',0.479999989271,1.64999997616,'',nan,nan,nan,16.7199993134,nan,nan,nan,nan,''
1531315803792061090,,0,,1531315802,43904066,"""1""","""BAC""",28.8299999237,"""2018-07-11""","""As of  4","""06",-0.219999998808,-0.759999990463,29.0499992371,29.2199993134,nan,nan,nan,nan,28.75,29.3299999237,22.75,33.0499992371,58858392.0,64640596.0,2.92319002624e+11,1.64999997616,1.72000002861,'',0.479999989271,1.64999997616,'',nan,nan,nan,16.7199993134,nan,nan,nan,nan,''
1531315863602520942,,0,,1531315860,842434883,"""2""","""BAC""",28.7649993896,"""2018-07-11""","""As of  9","""06",-0.0649999976158,-0.230000004172,28.8299999237,29.2199993134,nan,nan,nan,nan,28.6499996185,28.8099994659,22.75,33.0499992371,1171127.0,64640596.0,2.91660005376e+11,1.64999997616,1.72399997711,'',0.479999989271,1.64999997616,'',nan,nan,nan,16.6900005341,nan,nan,nan,nan,''
1531315980315191030,,0,,1531315978,524817943,"""4""","""BAC""",28.7908000946,"""2018-07-11""","""As of  9","""06",-0.0392000004649,-0.140000000596,28.8299999237,29.2199993134,nan,nan,nan,nan,28.6499996185,28.8099994659,22.75,33.0499992371,1840808.0,64640596.0,2.91921002496e+11,1.64999997616,1.72399997711,'',0.479999989271,1.64999997616,'',nan,nan,nan,16.7000007629,nan,nan,nan,nan,''
1531316038067677021,,0,,1531316037,301362991,"""5""","""BAC""",28.75,"""2018-07-11""","""As of  9","""06",-0.0799999982119,-0.280000001192,28.8299999237,29.2199993134,nan,nan,nan,nan,28.6499996185,28.8099994659,22.75,33.0499992371,2190419.0,64640596.0,2.91507994624e+11,1.64999997616,1.72000002861,'',0.479999989271,1.64999997616,'',nan,nan,nan,16.6800003052,nan,nan,nan,nan,''
1531316099163431882,,0,,1531316096,169167995,"""6""","""BAC""",28.8099994659,"""2018-07-11""","""As of  9","""06",-0.019999999553,-0.070000000298,28.8299999237,29.2199993134,nan,nan,nan,nan,28.6499996185,28.8199996948,22.75,33.0499992371,2632186.0,64640596.0,2.92116004864e+11,1.64999997616,1.72000002861,'',0.479999989271,1.64999997616,'',nan,nan,nan,16.7099990845,nan,nan,nan,nan,''
1531316157667133092,,0,,1531316154,963824987,"""7""","""BAC""",28.8500003815,"""2018-07-11""","""As of  9","""06",0.019999999553,0.070000000298,28.8299999237,29.2199993134,nan,nan,nan,nan,28.6499996185,28.8600006104,22.75,33.0499992371,2955345.0,64640596.0,2.92522000384e+11,1.64999997616,1.72000002861,'',0.479999989271,1.64999997616,'',nan,nan,nan,16.7299995422,nan,nan,nan,nan,''
1531316214558907032,,0,,1531316213,817751884,"""8""","""BAC""",28.8500003815,"""2018-07-11""","""As of  9","""06",0.019999999553,0.0900000035763,28.8299999237,28.6700000763,nan,nan,nan,nan,28.6499996185,28.9099998474,22.75,33.0499992371,3253649.0,64640596.0,2.92572004352e+11,1.64999997616,1.72000002861,'',0.479999989271,1.64999997616,'',nan,nan,nan,16.7399997711,nan,nan,nan,nan,''
1531316274084238052,,0,,1531316272,641130924,"""9""","""BAC""",28.8150005341,"""2018-07-11""","""As of  9","""06",-0.0149999996647,-0.0500000007451,28.8299999237,28.6700000763,nan,nan,nan,nan,28.6499996185,28.9099998474,22.75,33.0499992371,3691743.0,64640596.0,2.92166991872e+11,1.64999997616,1.72399997711,'',0.479999989271,1.64999997616,'',nan,nan,nan,16.7099990845,nan,nan,nan,nan,''
1531316332126355886,,0,,1531316331,466209888,"""10""","""BAC""",28.7600002289,"""2018-07-11""","""As of  9","""06",-0.070000000298,-0.239999994636,28.8299999237,28.6700000763,nan,nan,nan,nan,28.6499996185,28.9099998474,22.75,33.0499992371,3961493.0,64640596.0,2.916089856e+11,1.64999997616,1.72000002861,'',0.479999989271,1.64999997616,'',nan,nan,nan,16.6800003052,nan,nan,nan,nan,''
