rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,ticker,current_price,date,trade_time,record_time,gain_loss_currency,gain_loss_percent,previous_close,open,current_bid_price,current_bid_volume,current_ask_price,current_ask_volume,days_range_low,days_range_high,fiftytwo_week_range_low,fiftytwo_week_range_high,current_volume,avg_volume,market_cap,beta,eps,earnings_date,forward_dividend_and_yield_currency,forward_dividend_and_yield_percentage,ex_dividend_date,one_year_target_est,net_assets,nav,pe_ratio,yield_,ytd_return,beta_3y,expense_ratio_net,inception_date
1530019747190447092,,0,,1530019743,944941043,"""0""","""AMZN""",1663.15002441,"""2018-06-26""","""At close","""06",-52.5200004578,-3.05999994278,1715.67004395,1702.51000977,nan,nan,nan,nan,nan,nan,931.75,1763.09997559,7142849.0,4810229.0,8.07004995584e+11,1.70000004768,7.94999980927,'',nan,nan,'',nan,nan,nan,209.199996948,nan,nan,nan,nan,''
1530019804041014909,,0,,1530019802,821924924,"""1""","""AMZN""",1672.36999512,"""2018-06-26""","""As of  9","""06",9.22000026703,0.550000011921,1663.15002441,1702.51000977,nan,nan,nan,nan,nan,nan,931.75,1763.09997559,68733.0,4810229.0,8.11479007232e+11,1.70000004768,7.94999980927,'',nan,nan,'',nan,nan,nan,210.36000061,nan,nan,nan,nan,''
1530019862440891027,,0,,1530019861,645849943,"""2""","""AMZN""",1671.25476074,"""2018-06-26""","""As of  9","""06",8.1047000885,0.490000009537,1663.15002441,1702.51000977,nan,nan,nan,nan,nan,nan,931.75,1763.09997559,200215.0,4810229.0,8.10938007552e+11,1.70000004768,7.94999980927,'',nan,nan,'',nan,nan,nan,210.220001221,nan,nan,nan,nan,''
1530019980502006053,,0,,1530019979,296905994,"""4""","""AMZN""",1672.60998535,"""2018-06-26""","""As of  9","""06",9.46000003815,0.569999992847,1663.15002441,1702.51000977,nan,nan,nan,nan,nan,nan,931.75,1763.09997559,284102.0,4810229.0,8.11594022912e+11,1.70000004768,7.94999980927,'',nan,nan,'',nan,nan,nan,210.38999939,nan,nan,nan,nan,''
1530020038956430912,,0,,1530020038,117959022,"""5""","""AMZN""",1671.93725586,"""2018-06-26""","""As of  9","""06",8.78719997406,0.52999997139,1663.15002441,1702.51000977,nan,nan,nan,nan,nan,nan,931.75,1763.09997559,312428.0,4810229.0,8.11269029888e+11,1.70000004768,7.94999980927,'',nan,nan,'',nan,nan,nan,210.309997559,nan,nan,nan,nan,''
1530020097907773971,,0,,1530020096,941992044,"""6""","""AMZN""",1668.04003906,"""2018-06-26""","""As of  9","""06",4.88999986649,0.289999991655,1663.15002441,1702.51000977,nan,nan,nan,nan,nan,nan,931.75,1763.09997559,356291.0,4810229.0,8.09377988608e+11,1.70000004768,7.94999980927,'',nan,nan,'',nan,nan,nan,209.820007324,nan,nan,nan,nan,''
1530020156668709039,,0,,1530020155,765860080,"""7""","""AMZN""",1669.72351074,"""2018-06-26""","""As of  9","""06",6.5735001564,0.40000000596,1663.15002441,1702.51000977,nan,nan,nan,nan,nan,nan,931.75,1763.09997559,428817.0,4810229.0,8.1019502592e+11,1.70000004768,7.94999980927,'',nan,nan,'',nan,nan,nan,210.029998779,nan,nan,nan,nan,''
1530020215806699037,,0,,1530020214,581037044,"""8""","""AMZN""",1667.0,"""2018-06-26""","""As of  9","""06",3.84999990463,0.230000004172,1663.15002441,1702.51000977,nan,nan,nan,nan,nan,nan,931.75,1763.09997559,460537.0,4810229.0,8.08872968192e+11,1.70000004768,7.94999980927,'',nan,nan,'',nan,nan,nan,209.690002441,nan,nan,nan,nan,''
1530020274467181921,,0,,1530020273,414385080,"""9""","""AMZN""",1666.80004883,"""2018-06-26""","""As of  9","""06",3.65000009537,0.219999998808,1663.15002441,1702.51000977,nan,nan,nan,nan,nan,nan,931.75,1763.09997559,480714.0,4810229.0,8.08775974912e+11,1.70000004768,7.94999980927,'',nan,nan,'',nan,nan,nan,209.660003662,nan,nan,nan,nan,''
1530020333273797035,,0,,1530020332,237833023,"""10""","""AMZN""",1672.22253418,"""2018-06-26""","""As of  9","""06",9.07250022888,0.550000011921,1663.15002441,1702.51000977,nan,nan,nan,nan,nan,nan,931.75,1763.09997559,505078.0,4810229.0,8.11408031744e+11,1.70000004768,7.94999980927,'',nan,nan,'',nan,nan,nan,210.339996338,nan,nan,nan,nan,''
