rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,ticker,current_price,date,trade_time,record_time,gain_loss_currency,gain_loss_percent,previous_close,open,current_bid_price,current_bid_volume,current_ask_price,current_ask_volume,days_range_low,days_range_high,fiftytwo_week_range_low,fiftytwo_week_range_high,current_volume,avg_volume,market_cap,beta,eps,earnings_date,forward_dividend_and_yield_currency,forward_dividend_and_yield_percentage,ex_dividend_date,one_year_target_est,net_assets,nav,pe_ratio,yield_,ytd_return,beta_3y,expense_ratio_net,inception_date
1542119344655277967,,0,,1542119344,8687019,"""0""","""AMZN""",1636.84997559,"""2018-11-13""","""At close","""06",-75.5800018311,-4.40999984741,1712.43005371,1698.23999023,nan,nan,nan,nan,nan,nan,1121.63000488,2050.5,103257.0,6083210.0,8.00369016832e+11,nan,12.6300001144,'',nan,nan,'',nan,nan,nan,129.630004883,nan,nan,1.94000005722,nan,''
1542119403658823013,,0,,1542119402,876990079,"""1""","""AMZN""",1649.29003906,"""2018-11-13""","""As of  9","""06",12.4399995804,0.759999990463,1636.84997559,1649.29003906,nan,nan,nan,nan,nan,nan,1121.63000488,2050.5,156986.0,6083210.0,8.06452002816e+11,nan,12.6300001144,'',nan,nan,'',nan,nan,nan,130.660003662,nan,nan,1.94000005722,nan,''
1542119521398497104,,0,,1542119520,513566970,"""3""","""AMZN""",1654.33764648,"""2018-11-13""","""As of  9","""06",17.4876995087,1.07000005245,1636.84997559,1649.29003906,nan,nan,nan,nan,nan,nan,1121.63000488,2050.5,265012.0,6083210.0,8.0892002304e+11,nan,12.626999855,'',nan,nan,'',nan,nan,nan,131.020004272,nan,nan,1.94000005722,nan,''
1542119580163686990,,0,,1542119579,331255912,"""4""","""AMZN""",1655.56994629,"""2018-11-13""","""As of  9","""06",18.7199993134,1.13999998569,1636.84997559,1649.29003906,nan,nan,nan,nan,nan,nan,1121.63000488,2050.5,303770.0,6083210.0,8.095219712e+11,nan,12.626999855,'',nan,nan,'',nan,nan,nan,131.169998169,nan,nan,1.94000005722,nan,''
1542119639080029010,,0,,1542119638,184346914,"""5""","""AMZN""",1663.54797363,"""2018-11-13""","""As of  9","""06",26.6979999542,1.62999999523,1636.84997559,1649.29003906,nan,nan,nan,nan,nan,nan,1121.63000488,2050.5,359136.0,6083210.0,8.134230016e+11,nan,12.6300001144,'',nan,nan,'',nan,nan,nan,131.86000061,nan,nan,1.94000005722,nan,''
1542119697912138938,,0,,1542119696,997132062,"""6""","""AMZN""",1665.68994141,"""2018-11-13""","""As of  9","""06",28.8400001526,1.75999999046,1636.84997559,1649.29003906,nan,nan,nan,nan,nan,nan,1121.63000488,2050.5,408173.0,6083210.0,8.14470987776e+11,nan,12.6300001144,'',nan,nan,'',nan,nan,nan,131.940002441,nan,nan,1.94000005722,nan,''
1542119756525451898,,0,,1542119755,822959899,"""7""","""AMZN""",1663.94494629,"""2018-11-13""","""As of  9","""06",27.0949993134,1.65999996662,1636.84997559,1649.29003906,nan,nan,nan,nan,nan,nan,1121.63000488,2050.5,455779.0,6083210.0,8.136179712e+11,nan,12.626999855,'',nan,nan,'',nan,nan,nan,131.779998779,nan,nan,1.94000005722,nan,''
1542119815387651920,,0,,1542119814,653831005,"""8""","""AMZN""",1662.51013184,"""2018-11-13""","""As of  9","""06",25.660200119,1.57000005245,1636.84997559,1649.29003906,nan,nan,nan,nan,nan,nan,1121.63000488,2050.5,492004.0,6083210.0,8.12916015104e+11,nan,12.626999855,'',nan,nan,'',nan,nan,nan,131.660003662,nan,nan,1.94000005722,nan,''
1542119874338910102,,0,,1542119873,469326972,"""9""","""AMZN""",1657.53955078,"""2018-11-13""","""As of  9","""06",20.6895999908,1.25999999046,1636.84997559,1649.29003906,nan,nan,nan,nan,nan,nan,1121.63000488,2050.5,527484.0,6083210.0,8.1048502272e+11,nan,12.626999855,'',nan,nan,'',nan,nan,nan,131.270004272,nan,nan,1.94000005722,nan,''
1542119933095163106,,0,,1542119932,290657043,"""10""","""AMZN""",1656.81994629,"""2018-11-13""","""As of  9","""06",19.9699993134,1.22000002861,1636.84997559,1649.29003906,nan,nan,nan,nan,nan,nan,1121.63000488,2050.5,551038.0,6083210.0,8.10131980288e+11,nan,12.6300001144,'',nan,nan,'',nan,nan,nan,131.210006714,nan,nan,1.94000005722,nan,''
